idmng,hh_trimestre,superviseur,dr,cons,num_men,statut,tirage,ech_adresse,nb_eligible,completude_menage
0912010100130010301,2025T1,SP0104,091201010013,00103,01,COMPLET,Tiré,MAROUTH,,ménage et individus complet
0912010200160000402,2025T1,SP0104,091201020016,00004,02,COMPLET,Tiré,EN FACE,,ménage et individus complet
091201020016N000101,2025T1,SP0104,091201020016,N0001,01,COMPLET,Tiré,WOURO BAIDY,,ménage et individus complet
0912010200160003703,2025T1,SP0104,091201020016,00037,03,COMPLET,Tiré,A GAUCHE,,ménage et individus complet
0912010100130004301,2025T1,SP0104,091201010013,00043,01,COMPLET,Tiré,MAROUTTE,,ménage et individus complet
0912010200160001801,2025T1,SP0104,091201020016,00018,01,COMPLET,Tiré,SEULE,,ménage et individus complet
0611010001350009601,2025T1,SP0106,061101000135,00096,01,COMPLET,Tiré,NGANE ALLASSANE,,ménage et individus complet
0611010001350017201,2025T1,SP0106,061101000135,00172,01,COMPLET,Tiré,NGANE ALLASSANE,,ménage et individus complet
0612030100060001401,2025T1,SP0106,061203010006,00014,01,COMPLET,Tiré,SAGNE BAMBARA,,ménage et individus complet
0611010001350003701,2025T1,SP0106,061101000135,00037,01,COMPLET,Tiré,NGANE ALASSANE,,ménage et individus complet
0612030400200006702,2025T1,SP0106,061203040020,00067,02,COMPLET,Remplaçant,NGOULANG,,ménage et individus complet
0612030400200009101,2025T1,SP0106,061203040020,00091,01,COMPLET,Tiré,NGOULANG,,ménage et individus complet
0611010001350027101,2025T1,SP0106,061101000135,00271,01,COMPLET,Tiré,NGANE ALLASSANE,,ménage et individus complet
0612030100060002202,2025T1,SP0106,061203010006,00022,02,COMPLET,Tiré,SAGNE BAMBARA,,ménage et individus complet
0611010001350020501,2025T1,SP0106,061101000135,00205,01,COMPLET,Tiré,NGANE ALLASSANE,,ménage et individus complet
0611010001350012601,2025T1,SP0106,061101000135,00126,01,COMPLET,Tiré,NGANE ALASSANE,,ménage et individus complet
0612030400200008001,2025T1,SP0106,061203040020,00080,01,COMPLET,Tiré,NGOULANG,,ménage et individus complet
0612030400200006601,2025T1,SP0106,061203040020,00066,01,COMPLET,Tiré,NGOULANG,,ménage et individus complet
0611010001350016301,2025T1,SP0106,061101000135,00163,01,COMPLET,Tiré,NGANE ALLASSANE,,ménage et individus complet
0612030400200005201,2025T1,SP0106,061203040020,00052,01,COMPLET,Tiré,NGOULANG,,ménage et individus complet
0612030400200007301,2025T1,SP0106,061203040020,00073,01,COMPLET,Tiré,NGOULANG,,ménage et individus complet
0612030400200004501,2025T1,SP0106,061203040020,00045,01,COMPLET,Tiré,NGOULANG,,ménage et individus complet
0611010001350010901,2025T1,SP0106,061101000135,00109,01,COMPLET,Tiré,NGANE ALLASSANE,,ménage et individus complet
0612030400200003301,2025T1,SP0106,061203040020,00033,01,COMPLET,Tiré,NGOULANG,,ménage et individus complet
0611010001350007501,2025T1,SP0106,061101000135,00075,01,COMPLET,Tiré,NGANE ALASSANE,,ménage et individus complet
0611010001350001001,2025T1,SP0106,061101000135,00010,01,COMPLET,Tiré,NGANE ALASSANE,,ménage et individus complet
0612030400200005801,2025T1,SP0106,061203040020,00058,01,COMPLET,Tiré,NGOULANG,,ménage et individus complet
0611010001350002201,2025T1,SP0106,061101000135,00022,01,COMPLET,Tiré,NGANE ALASSANE,,ménage et individus complet
0611010001350018901,2025T1,SP0106,061101000135,00189,01,COMPLET,Tiré,NGANE ALASSANE,,ménage et individus complet
0612030400200008501,2025T1,SP0106,061203040020,00085,01,COMPLET,Tiré,NGOULANG,,ménage et individus complet
1122010400050001801,2025T1,SP0110,112201040005,00018,01,COMPLET,Tiré,1 ERE POSITION,,ménage et individus complet
1112020200050001803,2025T1,SP0110,111202020005,00018,03,COMPLET,Tiré,DIENGA,,ménage et individus complet
1122010400050007501,2025T1,SP0110,112201040005,00075,01,COMPLET,Tiré,CITE FORAGE,,ménage et individus complet
1112020200050000601,2025T1,SP0110,111202020005,00006,01,COMPLET,Tiré,DIENGA,,ménage et individus complet
1122010400050004001,2025T1,SP0110,112201040005,00040,01,COMPLET,Tiré,cité Forage,,ménage et individus complet
1112020200050001601,2025T1,SP0110,111202020005,00016,01,COMPLET,Tiré,DIENGA,,ménage et individus complet
1111010000130003302,2025T1,SP0110,111101000013,00033,02,COMPLET,Tiré,THIADE,,ménage et individus complet
1122010400050005001,2025T1,SP0110,112201040005,00050,01,COMPLET,Tiré,A DROITE,,ménage et individus complet
1122010400050006801,2025T1,SP0110,112201040005,00068,01,COMPLET,Tiré,CITE FORAGE,,ménage et individus complet
1112020200050004201,2025T1,SP0110,111202020005,00042,01,N'existe plu,Tiré,DIENGA,,
1112020200050000304,2025T1,SP0110,111202020005,00003,04,COMPLET,Remplaçant,DIENGA,,ménage et individus complet
1122010400050002401,2025T1,SP0110,112201040005,00024,01,COMPLET,Tiré,CITE FORAGE,,ménage et individus complet
1112020200050003601,2025T1,SP0110,111202020005,00036,01,COMPLET,Tiré,DIENGA,,ménage et individus complet
1112020200050000302,2025T1,SP0110,111202020005,00003,02,COMPLET,Tiré,DIENGA,,ménage et individus complet
1111010000130001101,2025T1,SP0110,111101000013,00011,01,COMPLET,Tiré,THIADE,,ménage et individus complet
1112020200050001001,2025T1,SP0110,111202020005,00010,01,COMPLET,Tiré,DIENGA,,ménage et individus complet
1112020200050002201,2025T1,SP0110,111202020005,00022,01,COMPLET,Remplaçant,DIENGA,,ménage et individus complet
1122010400050005601,2025T1,SP0110,112201040005,00056,01,COMPLET,Tiré,CITE FORAGE,,ménage et individus complet
1112020200050003702,2025T1,SP0110,111202020005,00037,02,COMPLET,Tiré,DIENGA,,ménage et individus complet
1112020200050000901,2025T1,SP0110,111202020005,00009,01,COMPLET,Tiré,DIENGA,,ménage et individus complet
1112020200050001502,2025T1,SP0110,111202020005,00015,02,COMPLET,Tiré,DIENGA,,ménage et individus complet
1111010000130003902,2025T1,SP0110,111101000013,00039,02,PARTIEL,Tiré,LOGEMENT,,ménage complet
1112010400070006501,2025T1,SP0110,111201040007,00065,01,COMPLET,Tiré,NGUIDJILONE LODJOU,,ménage et individus complet
1122010400050004202,2025T1,SP0110,112201040005,00042,02,COMPLET,Tiré,A L'ENTRÉE A DROITE (LOCATAIRE),,ménage et individus complet
1112020200050001301,2025T1,SP0110,111202020005,00013,01,COMPLET,Tiré,DIENGA,,ménage et individus complet
1112010400070006001,2025T1,SP0110,111201040007,00060,01,COMPLET,Tiré,NGUIDJILONE LODJOU,,ménage et individus complet
1122010400050000401,2025T1,SP0110,112201040005,00004,01,COMPLET,Tiré,CITE FORAGE,,ménage et individus complet
1112020200050000701,2025T1,SP0110,111202020005,00007,01,COMPLET,Tiré,DIENGA,,ménage et individus complet
1111010000130002601,2025T1,SP0110,111101000013,00026,01,PARTIEL,Tiré,0,,
1122010400050003201,2025T1,SP0110,112201040005,00032,01,COMPLET,Tiré,CITE FORAGE,,ménage et individus complet
1122010400050001101,2025T1,SP0110,112201040005,00011,01,COMPLET,Tiré,CITE FORAGE,,ménage et individus complet
1111010000130000402,2025T1,SP0110,111101000013,00004,02,Affecté,Tiré,0,,
1122010400050004701,2025T1,SP0110,112201040005,00047,01,COMPLET,Tiré,CITE FORAGE,,ménage et individus complet
1112020200050003501,2025T1,SP0110,111202020005,00035,01,COMPLET,Tiré,DIENGA,,ménage et individus complet
1112020200050001701,2025T1,SP0110,111202020005,00017,01,COMPLET,Tiré,DIENGA,,ménage et individus complet
1112020200050000102,2025T1,SP0110,111202020005,00001,02,COMPLET,Tiré,DIENGA,,ménage et individus complet
1112020200050004801,2025T1,SP0110,111202020005,00048,01,Déménagé,Tiré,DIENG,,
1111010000130001801,2025T1,SP0110,111101000013,00018,01,COMPLET,Tiré,THAIDE,,ménage et individus complet
1111010000130003102,2025T1,SP0110,111101000013,00031,02,PARTIEL,Tiré,LOGEMENT,,ménage complet
1111010000130004501,2025T1,SP0110,111101000013,00045,01,COMPLET,Tiré,THIADE,,ménage et individus complet
1112020200050002501,2025T1,SP0110,111202020005,00025,01,COMPLET,Tiré,DIENGA,,ménage et individus complet
1112020200050002802,2025T1,SP0110,111202020005,00028,02,COMPLET,Tiré,DIENGA,,ménage et individus complet
0712020400190003901,2025T1,SP0115,071202040019,00039,01,COMPLET,Tiré,medine(champ de course),,ménage et individus complet
0711020000250003401,2025T1,SP0115,071102000025,00034,01,COMPLET,Tiré,ONCAD,,ménage et individus complet
0712020400190004401,2025T1,SP0115,071202040019,00044,01,COMPLET,Tiré,medine(champ de course),,ménage et individus complet
0712030200470004901,2025T1,SP0115,071203020047,00049,01,COMPLET,Tiré,BANDIA MBAMBARA,,ménage et individus complet
0712020400190001201,2025T1,SP0115,071202040019,00012,01,COMPLET,Tiré,THIADIAYE MÉDINE,,ménage et individus complet
0712030200470003601,2025T1,SP0115,071203020047,00036,01,COMPLET,Tiré,BANDIA MBAMBARA,,ménage et individus complet
0712030200470013101,2025T1,SP0115,071203020047,00131,01,COMPLET,Tiré,BANDIA PEULH,,ménage et individus complet
0712030200470013901,2025T1,SP0115,071203020047,00139,01,COMPLET,Tiré,BANDIA PEULH,,ménage et individus complet
0712020400190006703,2025T1,SP0115,071202040019,00067,03,COMPLET,Tiré,A L INTÉRIEUR,,ménage et individus complet
0712030200470011301,2025T1,SP0115,071203020047,00113,01,COMPLET,Tiré,BANDIA PEULH,,ménage et individus complet
0711020000250006602,2025T1,SP0115,071102000025,00066,02,COMPLET,Tiré,ONCAD,,ménage et individus complet
0711020000250007503,2025T1,SP0115,071102000025,00075,03,COMPLET,Tiré,ONCAD,,ménage et individus complet
0712020400190002101,2025T1,SP0115,071202040019,00021,01,COMPLET,Tiré,THIADIAYE MÉDINE,,ménage et individus complet
0712020400190006201,2025T1,SP0115,071202040019,00062,01,COMPLET,Tiré,A L'INTÉRIEUR,,ménage et individus complet
0711020000250004205,2025T1,SP0115,071102000025,00042,05,COMPLET,Tiré,ONCAD,,ménage et individus complet
0712030200470009101,2025T1,SP0115,071203020047,00091,01,COMPLET,Tiré,BANDIA MBAMBARA,,ménage et individus complet
0712030200470011902,2025T1,SP0115,071203020047,00119,02,COMPLET,Tiré,BANDIA PEULH,,ménage et individus complet
0711020000250004101,2025T1,SP0115,071102000025,00041,01,COMPLET,Tiré,ONCAD,,ménage et individus complet
0712030200470002701,2025T1,SP0115,071203020047,00027,01,COMPLET,Tiré,BANDIA MBAMBARA,,ménage et individus complet
0711020000250001601,2025T1,SP0115,071102000025,00016,01,COMPLET,Tiré,ONCAD,,ménage et individus complet
0712020400190000701,2025T1,SP0115,071202040019,00007,01,COMPLET,Tiré,THIADIAYE MÉDINE,,ménage et individus complet
0712030200470005501,2025T1,SP0115,071203020047,00055,01,COMPLET,Tiré,BANDIA MBAMBARA,,ménage et individus complet
0712020400190003502,2025T1,SP0115,071202040019,00035,02,REFUS,Tiré,A L'INTÉRIEUR,,
0712030200470004301,2025T1,SP0115,071203020047,00043,01,COMPLET,Tiré,BANDIA MBAMBARA,,ménage et individus complet
0711020000250002101,2025T1,SP0115,071102000025,00021,01,COMPLET,Tiré,ONCAD,,ménage et individus complet
0711020000250000401,2025T1,SP0115,071102000025,00004,01,N'existe plu,Tiré,DANS LA CONCESSION  UPT6f006c95-4343-43cf-ada6-c3a31f1dc614,,
0712030200470010501,2025T1,SP0115,071203020047,00105,01,COMPLET,Tiré,BANDIA MBAMBARA,,ménage et individus complet
0712030200470006901,2025T1,SP0115,071203020047,00069,01,COMPLET,Tiré,BANDIA BAMBARA,,ménage et individus complet
0712030200470008401,2025T1,SP0115,071203020047,00084,01,COMPLET,Tiré,BANDIA MBAMBARA,,ménage et individus complet
0712020400190003201,2025T1,SP0115,071202040019,00032,01,COMPLET,Tiré,medine(champ de course),,ménage et individus complet
0711020000250001101,2025T1,SP0115,071102000025,00011,01,COMPLET,Tiré,ONCAD,,ménage et individus complet
0712030200470005901,2025T1,SP0115,071203020047,00059,01,COMPLET,Remplaçant,BANDIA MBAMBARA,,ménage et individus complet
0712020400190005601,2025T1,SP0115,071202040019,00056,01,COMPLET,Tiré,A L'INTÉRIEUR,,ménage et individus complet
0711020000250002801,2025T1,SP0115,071102000025,00028,01,COMPLET,Remplaçant,ONCAD,,ménage et individus complet
0712030200470001601,2025T1,SP0115,071203020047,00016,01,COMPLET,Tiré,BANDIA MBAMBARA,,ménage et individus complet
0712030200470009802,2025T1,SP0115,071203020047,00098,02,COMPLET,Remplaçant,BANDIA BAMBARA,,ménage et individus complet
0712030200470007901,2025T1,SP0115,071203020047,00079,01,COMPLET,Tiré,BANDIA MBAMBARA,,ménage et individus complet
0712020400190004501,2025T1,SP0115,071202040019,00045,01,COMPLET,Remplaçant,medine(champ de course),,ménage et individus complet
0712020400190005101,2025T1,SP0115,071202040019,00051,01,COMPLET,Tiré,A L'INTÉRIEUR,,ménage et individus complet
0712030200470013302,2025T1,SP0115,071203020047,00133,02,COMPLET,Tiré,BANDIA PEULH,,ménage et individus complet
0712020400190001602,2025T1,SP0115,071202040019,00016,02,COMPLET,Tiré,THIADIAYE MÉDINE,,ménage et individus complet
0711020000250004701,2025T1,SP0115,071102000025,00047,01,COMPLET,Tiré,ONCAD,,ménage et individus complet
0711020000250006001,2025T1,SP0115,071102000025,00060,01,COMPLET,Tiré,ONCAD,,ménage et individus complet
0711020000250008301,2025T1,SP0115,071102000025,00083,01,COMPLET,Tiré,ONCAD,,ménage et individus complet
0412020100500005601,2025T1,SP0111,041202010050,00056,01,COMPLET,Tiré,RONE EL DEBOUBACK,,ménage et individus complet
0432010400040008901,2025T1,SP0111,043201040004,00089,01,COMPLET,Tiré,THIALENE,,ménage et individus complet
0412020100500009101,2025T1,SP0111,041202010050,00091,01,COMPLET,Tiré,EL DEBOUBACK,,ménage et individus complet
0432010200110005001,2025T1,SP0111,043201020011,00050,01,COMPLET,Tiré,KEUR SEA,,ménage et individus complet
0431010000560005003,2025T1,SP0111,043101000056,00050,03,COMPLET,Tiré,HYDROBASE,,ménage et individus complet
0432010200110001001,2025T1,SP0111,043201020011,00010,01,COMPLET,Tiré,KEUR SEA,,ménage et individus complet
0431010000560004402,2025T1,SP0111,043101000056,00044,02,COMPLET,Remplaçant,HYDROBASE,,ménage et individus complet
0432010400040004601,2025T1,SP0111,043201040004,00046,01,COMPLET,Tiré,THIALENE            UPT99c98d13-9f02-480d-aa97-531a2162b800,,ménage et individus complet
0412020100500000101,2025T1,SP0111,041202010050,00001,01,COMPLET,Tiré,rone el debouback,,ménage et individus complet
0432010400040007301,2025T1,SP0111,043201040004,00073,01,COMPLET,Tiré,THIALENE,,ménage et individus complet
0431010000560005701,2025T1,SP0111,043101000056,00057,01,COMPLET,Tiré,HYDROBASE,,ménage et individus complet
0432010200110002005,2025T1,SP0111,043201020011,00020,05,COMPLET,Tiré,KEUR SEA,,ménage et individus complet
0431010000560001702,2025T1,SP0111,043101000056,00017,02,COMPLET,Tiré,HYDROBASE,,ménage et individus complet
0432010200110004701,2025T1,SP0111,043201020011,00047,01,COMPLET,Tiré,KEUR SEA,,ménage et individus complet
0432010400040001401,2025T1,SP0111,043201040004,00014,01,COMPLET,Tiré,THIALENE            UPT179d9a37-5c5e-423a-9e05-df21db052c9e,,ménage et individus complet
0432010400040000901,2025T1,SP0111,043201040004,00009,01,COMPLET,Tiré,KHABANE NIANG       UPT88d99aec-8a29-4304-a265-388e4d8b8eb2,,ménage et individus complet
0432010400040005701,2025T1,SP0111,043201040004,00057,01,COMPLET,Tiré,THIALENE,,ménage et individus complet
0412020100500006601,2025T1,SP0111,041202010050,00066,01,COMPLET,Tiré,RONE EL DEBOUBACK 1,,ménage et individus complet
0412020100500003101,2025T1,SP0111,041202010050,00031,01,COMPLET,Tiré,RONE EL DEBOUBACK 1,,ménage et individus complet
0432010400040000201,2025T1,SP0111,043201040004,00002,01,COMPLET,Tiré,KHABANE,,ménage et individus complet
0432010400040006401,2025T1,SP0111,043201040004,00064,01,COMPLET,Tiré,THIALENE            UPTac8af652-3f56-437e-8039-fe80b326960e,,ménage et individus complet
0432010200110002001,2025T1,SP0111,043201020011,00020,01,COMPLET,Tiré,KEUR SEA,,ménage et individus complet
0722010200190000705,2025T1,SP0114,072201020019,00007,05,COMPLET,Tiré,H1 THIANGAYE,,ménage et individus complet
0722010200190001001,2025T1,SP0114,072201020019,00010,01,COMPLET,Tiré,H1 THIANGAYE,,ménage et individus complet
0722010200190000404,2025T1,SP0114,072201020019,00004,04,COMPLET,Tiré,H1 THIANGAYE,,ménage et individus complet
0732030200110004501,2025T1,SP0114,073203020011,00045,01,COMPLET,Tiré,MBAKISSE,,ménage et individus complet
0722030300070013101,2025T1,SP0114,072203030007,00131,01,COMPLET,Tiré,EN FACE,,ménage et individus complet
0732030200110003101,2025T1,SP0114,073203020011,00031,01,COMPLET,Tiré,MBAKISSE,,ménage et individus complet
0722010200190000901,2025T1,SP0114,072201020019,00009,01,COMPLET,Tiré,H1 THIANGAYE,,ménage et individus complet
0722010200190000702,2025T1,SP0114,072201020019,00007,02,COMPLET,Tiré,H1 THIANGAYE,,ménage et individus complet
0732030200110001101,2025T1,SP0114,073203020011,00011,01,COMPLET,Tiré,MBAKHISE,,ménage et individus complet
0732030200110001701,2025T1,SP0114,073203020011,00017,01,COMPLET,Tiré,MBAKHISE,,ménage et individus complet
0722030300070009401,2025T1,SP0114,072203030007,00094,01,COMPLET,Tiré,kessou Hatt,,ménage et individus complet
0722030300070007101,2025T1,SP0114,072203030007,00071,01,COMPLET,Tiré,Kessou Hatt,,ménage et individus complet
0722010200190000202,2025T1,SP0114,072201020019,00002,02,COMPLET,Tiré,H1 THIANGAYE,,ménage et individus complet
0732030200110001203,2025T1,SP0114,073203020011,00012,03,COMPLET,Tiré,MBAKHISE,,ménage et individus complet
0722010200190000903,2025T1,SP0114,072201020019,00009,03,COMPLET,Tiré,H1 THIANGAYE,,ménage et individus complet
0722030300070008902,2025T1,SP0114,072203030007,00089,02,COMPLET,Tiré,Kessou Hatt,,ménage et individus complet
0722030300520013901,2025T1,SP0114,072203030052,00139,01,Non affecté,Remplaçant,XXXXX Supprimer : concession non existant.,,
0722030300070012001,2025T1,SP0114,072203030007,00120,01,COMPLET,Tiré,EN FACE,,ménage et individus complet
0722030300070006501,2025T1,SP0114,072203030007,00065,01,COMPLET,Tiré,Kessou Hatt,,ménage et individus complet
0722010200190001003,2025T1,SP0114,072201020019,00010,03,COMPLET,Tiré,H1 THIANGAYE,,ménage et individus complet
0722030300070007701,2025T1,SP0114,072203030007,00077,01,COMPLET,Tiré,késsou Hatt,,ménage et individus complet
0732030200110004602,2025T1,SP0114,073203020011,00046,02,COMPLET,Tiré,MBAKHISE,,ménage et individus complet
0722030300070010001,2025T1,SP0114,072203030007,00100,01,COMPLET,Tiré,EN FACE,,ménage et individus complet
0722010200190000709,2025T1,SP0114,072201020019,00007,09,COMPLET,Tiré,H1 THIANGAYE,,ménage et individus complet
0722030300070010401,2025T1,SP0114,072203030007,00104,01,COMPLET,Tiré,EN FACE,,ménage et individus complet
1412030100240001001,2025T1,SP0112,141203010024,00010,01,COMPLET,Tiré,À GAUCHE,,ménage et individus complet
1412030100240002803,2025T1,SP0112,141203010024,00028,03,COMPLET,Tiré,Au fond,,ménage et individus complet
1412030100240000602,2025T1,SP0112,141203010024,00006,02,COMPLET,Tiré,GAUCHE,,ménage et individus complet
1412030100240001801,2025T1,SP0112,141203010024,00018,01,COMPLET,Tiré,À DROITE,,ménage et individus complet
1412030100240001701,2025T1,SP0112,141203010024,00017,01,COMPLET,Tiré,À DROITE,,ménage et individus complet
1412030100240003401,2025T1,SP0112,141203010024,00034,01,COMPLET,Tiré,GAUCHE,,ménage et individus complet
1412010400080002201,2025T1,SP0112,141201040008,00022,01,COMPLET,Tiré,SOUCOUTOTO (SEFA SOUCOUTOTO),,ménage et individus complet
1412030100240001601,2025T1,SP0112,141203010024,00016,01,COMPLET,Tiré,À DROITE,,ménage et individus complet
1412030100240000302,2025T1,SP0112,141203010024,00003,02,COMPLET,Tiré,A GAUCHE,,ménage et individus complet
1412030100240002701,2025T1,SP0112,141203010024,00027,01,COMPLET,Tiré,À GAUCHE DE L'ENTRÉE DE LA CONCESSION,,ménage et individus complet
1412010400080007001,2025T1,SP0112,141201040008,00070,01,COMPLET,Tiré,SOUCOUTOTO ( SEFA SOUCOUTOTO),,ménage et individus complet
1412030100240002503,2025T1,SP0112,141203010024,00025,03,COMPLET,Tiré,EN FACE,,ménage et individus complet
1412030100240000203,2025T1,SP0112,141203010024,00002,03,COMPLET,Tiré,À DROITE,,ménage et individus complet
1412030100240004101,2025T1,SP0112,141203010024,00041,01,COMPLET,Tiré,GAUCHE,,ménage et individus complet
1412010400080001801,2025T1,SP0112,141201040008,00018,01,COMPLET,Tiré,SOUCOUTOTO (SEFA SOUCOUTOTO),,ménage et individus complet
1411010000160007703,2025T1,SP0112,141101000016,00077,03,COMPLET,Tiré,1er CHAMBRE,,ménage et individus complet
1412010400080007301,2025T1,SP0112,141201040008,00073,01,COMPLET,Tiré,SOUCOUTOTO ( SEFA SOUCOUTOTO),,ménage et individus complet
1411010000160003205,2025T1,SP0112,141101000016,00032,05,COMPLET,Tiré,A COTE,,ménage et individus complet
1412030100240001201,2025T1,SP0112,141203010024,00012,01,COMPLET,Tiré,À DROITE,,ménage et individus complet
1412030100240002001,2025T1,SP0112,141203010024,00020,01,COMPLET,Tiré,DROITE,,ménage et individus complet
1412010400080001401,2025T1,SP0112,141201040008,00014,01,COMPLET,Tiré,SOUCOUTOTO ( SEFA SOUCOUTOTO),,ménage et individus complet
1412030100240001901,2025T1,SP0112,141203010024,00019,01,COMPLET,Tiré,À DROITE,,ménage et individus complet
1412030100240000201,2025T1,SP0112,141203010024,00002,01,COMPLET,Tiré,À GAUCHE,,ménage et individus complet
1412010400080002601,2025T1,SP0112,141201040008,00026,01,COMPLET,Tiré,SOUCOUTOTO(SEFA SOUCOUTOTO),,ménage et individus complet
1412030100240002301,2025T1,SP0112,141203010024,00023,01,COMPLET,Tiré,DROITE,,ménage et individus complet
1412030100240000901,2025T1,SP0112,141203010024,00009,01,COMPLET,Tiré,DROITE,,ménage et individus complet
0622020100300000601,2025T1,SP0106,062202010030,00006,01,COMPLET,Tiré,BOUNAKH KEUR SADER,,ménage et individus complet
0622020100300000802,2025T1,SP0106,062202010030,00008,02,COMPLET,Tiré,BOUNAKH KEUR SADER,,ménage et individus complet
0622020100300003703,2025T1,SP0106,062202010030,00037,03,COMPLET,Tiré,KEUR YOYA,,ménage et individus complet
0622020100300004301,2025T1,SP0106,062202010030,00043,01,COMPLET,Tiré,KEUR YOYA,,ménage et individus complet
0622020100300002001,2025T1,SP0106,062202010030,00020,01,COMPLET,Tiré,FAOUROU MBOBENE,,ménage et individus complet
0622020100300005701,2025T1,SP0106,062202010030,00057,01,COMPLET,Tiré,SANTHIE BIDJI DIALLO,,ménage et individus complet
0622020100300003201,2025T1,SP0106,062202010030,00032,01,COMPLET,Tiré,FAOUROU MBOBENE,,ménage et individus complet
0622020100300006101,2025T1,SP0106,062202010030,00061,01,COMPLET,Tiré,SANTHIE BIDJI DIALLO,,ménage et individus complet
0622020100300001001,2025T1,SP0106,062202010030,00010,01,COMPLET,Tiré,BOUNAKH KEUR SADER HANN,,ménage et individus complet
0622020100300000201,2025T1,SP0106,062202010030,00002,01,COMPLET,Tiré,BOUNAKH KEUR SADER,,ménage et individus complet
0622020100300001301,2025T1,SP0106,062202010030,00013,01,COMPLET,Tiré,BOUNAKH KEUR SADER,,ménage et individus complet
0622020100300002401,2025T1,SP0106,062202010030,00024,01,COMPLET,Tiré,Faourou mbobenn,,ménage et individus complet
0622020100300005102,2025T1,SP0106,062202010030,00051,02,COMPLET,Tiré,SANTHIE BJIDJI DIALLO,,ménage et individus complet
0622020100300002501,2025T1,SP0106,062202010030,00025,01,COMPLET,Tiré,FAOUROU MBOBENE,,ménage et individus complet
0622020100300004101,2025T1,SP0106,062202010030,00041,01,COMPLET,Tiré,KEUR YOYA,,ménage et individus complet
0622020100300005401,2025T1,SP0106,062202010030,00054,01,COMPLET,Tiré,SANTHIE BJIDJI DIALLO,,ménage et individus complet
0622020100300004801,2025T1,SP0106,062202010030,00048,01,COMPLET,Tiré,SANTHIE BJIDJI DIALLO,,ménage et individus complet
0622020100300001701,2025T1,SP0106,062202010030,00017,01,COMPLET,Tiré,BOUNAKH KEUR SADER,,ménage et individus complet
1422010400180000401,2025T1,SP0112,142201040018,00004,01,COMPLET,Tiré,KANDEMBA,,ménage et individus complet
1422010500050002601,2025T1,SP0112,142201050005,00026,01,COMPLET,Tiré,HABITAT,,ménage et individus complet
1412010400080003701,2025T1,SP0112,141201040008,00037,01,COMPLET,Tiré,SOUCOUTOTO (SEFA SOUCOUTOTO),,ménage et individus complet
1422010500050006001,2025T1,SP0112,142201050005,00060,01,PARTIEL,Tiré,À GAUCHE,,
1422010400180003001,2025T1,SP0112,142201040018,00030,01,COMPLET,Tiré,SARE SEYNI DIALLO (SARE DEMBA NAO),,ménage et individus complet
1422010400180000701,2025T1,SP0112,142201040018,00007,01,COMPLET,Tiré,KANDEMBA,,ménage et individus complet
1422010400180003202,2025T1,SP0112,142201040018,00032,02,COMPLET,Tiré,1er BÂTIMENT,,ménage et individus complet
1422010500050000905,2025T1,SP0112,142201050005,00009,05,COMPLET,Tiré,CHAMBRE GAUCHE RS,,ménage et individus complet
1422010400180005301,2025T1,SP0112,142201040018,00053,01,COMPLET,Tiré,SARE SEYNI DIALLO (SARE DEMBA NAO),,ménage et individus complet
1412010400080006601,2025T1,SP0112,141201040008,00066,01,COMPLET,Tiré,SOUCOUTOTO ( SEFA SOUCOUTOTO),,ménage et individus complet
1422010400180003901,2025T1,SP0112,142201040018,00039,01,COMPLET,Tiré,BÂTIMENT EN FACE,,ménage et individus complet
1412010400080003001,2025T1,SP0112,141201040008,00030,01,COMPLET,Tiré,SOUCOUTOTO (SEFA SOUCOUTOTO),,ménage et individus complet
1412010400080004301,2025T1,SP0112,141201040008,00043,01,COMPLET,Tiré,SOUCOUTOTO ( SEFA SOUCOUTOTO),,ménage et individus complet
1412010400080005601,2025T1,SP0112,141201040008,00056,01,COMPLET,Tiré,SOUCOUTOTO(SEFA SOUCOUTOTO),,ménage et individus complet
1422010500050003601,2025T1,SP0112,142201050005,00036,01,COMPLET,Tiré,À DROITE,,ménage et individus complet
1422010500050005401,2025T1,SP0112,142201050005,00054,01,COMPLET,Tiré,À GAUCHE,,ménage et individus complet
1412010400080005201,2025T1,SP0112,141201040008,00052,01,COMPLET,Tiré,SOUCOUTOTO (SEFA SOUCOUTOTO),,ménage et individus complet
1422010400180005601,2025T1,SP0112,142201040018,00056,01,COMPLET,Tiré,SARE SEYNI DIALLO(SARE DEMBA),,ménage et individus complet
1422010500050006501,2025T1,SP0112,142201050005,00065,01,COMPLET,Tiré,À GAUCHE,,ménage et individus complet
1422010500050001203,2025T1,SP0112,142201050005,00012,03,COMPLET,Tiré,BÂTIMENT D'EN FACE,,ménage et individus complet
1422010500050000602,2025T1,SP0112,142201050005,00006,02,COMPLET,Tiré,BÂTIMENT À DROITE,,ménage et individus complet
1422010400180006301,2025T1,SP0112,142201040018,00063,01,COMPLET,Tiré,TEMENTO,,ménage et individus complet
1422010400180005003,2025T1,SP0112,142201040018,00050,03,COMPLET,Tiré,1e BÂTIMENT SITUÉ À GAUCHE,,ménage et individus complet
1422010400180001701,2025T1,SP0112,142201040018,00017,01,COMPLET,Tiré,KANDEMBA,,ménage et individus complet
1422010500050001401,2025T1,SP0112,142201050005,00014,01,COMPLET,Tiré,À GAUCHE,,ménage et individus complet
